Age,price_age,selling_price,km_driven,owner
6,518887.0548,650000,30000,Second Owner
12,179747.4918,210000,77000,Third Owner
9,298903.3151,260000,150000,First Owner
4,643706.7143,750000,69000,First Owner
4,643706.7143,1350000,120000,First Owner
8,383616.7757,220000,120000,Second Owner
12,179747.4918,110000,110000,Second Owner
3,736892.2615,1230000,70000,First Owner
7,441215.578,220000,110000,First Owner
11,242653.8077,130000,50000,First Owner
8,383616.7757,330000,44000,First Owner
10,278209.7113,254999,90000,Second Owner
6,518887.0548,600000,50000,Second Owner
8,383616.7757,210000,50000,First Owner
6,518887.0548,300000,146000,First Owner
2,823822.0285,426000,15000,First Owner
5,507648.5144,265000,60000,First Owner
4,643706.7143,450000,35000,Second Owner
8,383616.7757,480000,80000,First Owner
10,278209.7113,40000,90000,First Owner
9,298903.3151,395000,70000,Second Owner
7,441215.578,229999,62000,Second Owner
2,823822.0285,875000,10000,First Owner
5,507648.5144,500000,35000,Second Owner
1,870222.1961,450000,40000,First Owner
8,383616.7757,550000,120000,Third Owner
7,441215.578,200000,60000,First Owner
12,179747.4918,80000,90000,Second Owner
10,278209.7113,300000,250000,Second Owner
1,870222.1961,675000,15000,First Owner
3,736892.2615,260000,30000,First Owner
19,110666.6,70000,117000,Second Owner
16,125530.303,100000,70000,First Owner
8,383616.7757,730000,110000,Second Owner
4,643706.7143,525000,100000,Second Owner
4,643706.7143,525000,105000,Second Owner
11,242653.8077,550000,182000,Third Owner
8,383616.7757,420000,95000,Second Owner
5,507648.5144,500000,70000,First Owner
11,242653.8077,165000,76000,Second Owner
6,518887.0548,650000,70000,Second Owner
7,441215.578,195000,46000,First Owner
21,76428.57143,75000,70000,First Owner
14,153494.2184,90000,90000,First Owner
4,643706.7143,515000,50000,First Owner
19,110666.6,62000,70000,First Owner
9,298903.3151,220000,110000,Third Owner
1,870222.1961,520000,10000,First Owner
10,278209.7113,170000,100000,First Owner
9,298903.3151,190000,110000,Second Owner
9,298903.3151,150000,100000,Second Owner
11,242653.8077,125000,65000,First Owner
5,507648.5144,290000,40000,Third Owner
1,870222.1961,490000,13900,First Owner
3,736892.2615,434999,17563,First Owner
8,383616.7757,200000,82000,Second Owner
4,643706.7143,495000,40000,First Owner
6,518887.0548,894999,173000,Third Owner
6,518887.0548,600000,151000,Second Owner
5,507648.5144,300000,50000,First Owner
3,736892.2615,430000,15000,First Owner
3,736892.2615,370000,80000,First Owner
1,870222.1961,750000,11000,First Owner
4,643706.7143,300000,50000,First Owner
8,383616.7757,700000,120000,Second Owner
5,507648.5144,300000,90000,First Owner
8,383616.7757,130000,185000,Second Owner
4,643706.7143,650000,40000,First Owner
3,736892.2615,509999,25000,First Owner
7,441215.578,1000000,117780,Second Owner
10,278209.7113,280000,120000,Second Owner
3,736892.2615,600000,120000,First Owner
7,441215.578,210000,120000,Third Owner
6,518887.0548,1150000,110000,Second Owner
2,823822.0285,245000,30000,First Owner
4,643706.7143,375000,25000,First Owner
5,507648.5144,150000,55000,Second Owner
2,823822.0285,1450000,20000,First Owner
6,518887.0548,500000,100000,Second Owner
13,165466.0097,75000,40000,Second Owner
14,153494.2184,225000,80000,Third Owner
2,823822.0285,620000,35000,First Owner
10,278209.7113,600000,110000,Second Owner
9,298903.3151,275000,160000,First Owner
7,441215.578,125000,125000,First Owner
9,298903.3151,80000,62000,Second Owner
9,298903.3151,199000,120000,Second Owner
4,643706.7143,440000,33000,Second Owner
3,736892.2615,700000,35000,First Owner
1,870222.1961,240000,5000,First Owner
4,643706.7143,650000,81595,First Owner
15,114381.1897,71000,22000,First Owner
5,507648.5144,400000,40000,First Owner
12,179747.4918,130000,40000,Second Owner
7,441215.578,300000,70000,Second Owner
1,870222.1961,1100000,4000,First Owner
5,507648.5144,2200000,24000,First Owner
2,823822.0285,800000,13500,First Owner
7,441215.578,490000,40000,First Owner
2,823822.0285,836000,9700,First Owner
8,383616.7757,375000,62000,Second Owner
4,643706.7143,1249000,24000,First Owner
1,870222.1961,1240000,13000,First Owner
11,242653.8077,35000,50000,Third Owner
3,736892.2615,1068000,36000,First Owner
3,736892.2615,1189000,40000,First Owner
2,823822.0285,700000,27000,First Owner
4,643706.7143,350000,40000,First Owner
11,242653.8077,254999,80000,Second Owner
15,114381.1897,229999,221000,Third Owner
4,643706.7143,750000,80000,First Owner
8,383616.7757,325000,119000,Second Owner
11,242653.8077,760000,190000,Second Owner
3,736892.2615,509999,25000,First Owner
7,441215.578,363000,28740,First Owner
10,278209.7113,229999,48500,First Owner
8,383616.7757,290000,110000,Second Owner
2,823822.0285,550000,30000,First Owner
9,298903.3151,125000,120000,Second Owner
6,518887.0548,2000000,130000,First Owner
12,179747.4918,350000,140000,Second Owner
9,298903.3151,390000,90000,First Owner
5,507648.5144,220000,45000,First Owner
15,114381.1897,140000,80000,Third Owner
2,823822.0285,370000,15000,First Owner
1,870222.1961,650000,20000,First Owner
3,736892.2615,280000,37000,First Owner
4,643706.7143,540000,80000,First Owner
2,823822.0285,800000,20000,First Owner
4,643706.7143,515000,25000,First Owner
10,278209.7113,220000,96000,Third Owner
7,441215.578,165000,53000,First Owner
10,278209.7113,221000,65000,First Owner
5,507648.5144,245000,43000,First Owner
8,383616.7757,260000,42000,First Owner
9,298903.3151,550000,73000,First Owner
5,507648.5144,434999,29000,First Owner
7,441215.578,450000,95000,First Owner
6,518887.0548,290000,25000,First Owner
9,298903.3151,305000,53000,Second Owner
9,298903.3151,265000,20000,First Owner
6,518887.0548,325000,57000,First Owner
6,518887.0548,550000,52000,First Owner
12,179747.4918,105000,40000,First Owner
8,383616.7757,275000,47000,First Owner
8,383616.7757,434999,47000,Second Owner
4,643706.7143,690000,73000,First Owner
8,383616.7757,249000,42000,Second Owner
8,383616.7757,204999,60000,Third Owner
5,507648.5144,190000,120000,First Owner
8,383616.7757,150000,50000,First Owner
1,870222.1961,950000,11000,First Owner
7,441215.578,475000,80000,First Owner
7,441215.578,450000,75000,Second Owner
11,242653.8077,1200000,45000,Third Owner
6,518887.0548,350000,60000,Second Owner
9,298903.3151,229999,160000,Second Owner
5,507648.5144,821000,50000,First Owner
6,518887.0548,200000,80000,Second Owner
4,643706.7143,220000,60000,Second Owner
5,507648.5144,459999,148620,First Owner
8,383616.7757,310000,70000,Second Owner
2,823822.0285,815000,42000,First Owner
3,736892.2615,1200000,40000,First Owner
9,298903.3151,170000,150000,Second Owner
3,736892.2615,1000000,30000,First Owner
3,736892.2615,400000,120000,First Owner
4,643706.7143,400000,80000,Second Owner
10,278209.7113,250000,80000,Second Owner
12,179747.4918,150000,50000,Third Owner
6,518887.0548,325000,70000,First Owner
1,870222.1961,738000,8000,First Owner
8,383616.7757,150000,110000,First Owner
9,298903.3151,280000,110000,First Owner
14,153494.2184,100000,120000,Second Owner
12,179747.4918,150000,100000,Second Owner
6,518887.0548,380000,100000,Second Owner
14,153494.2184,90000,60000,Second Owner
12,179747.4918,300000,270000,Third Owner
9,298903.3151,275000,60000,Second Owner
11,242653.8077,180000,41090,First Owner
8,383616.7757,225000,296823,First Owner
6,518887.0548,200000,40000,First Owner
9,298903.3151,500000,40000,Second Owner
10,278209.7113,300000,70000,Second Owner
5,507648.5144,765000,80000,Second Owner
3,736892.2615,650000,90000,First Owner
3,736892.2615,380000,19000,First Owner
24,225000,200000,60000,First Owner
10,278209.7113,145000,68000,Second Owner
9,298903.3151,280000,120000,Second Owner
6,518887.0548,254999,30000,First Owner
4,643706.7143,300000,90000,Second Owner
5,507648.5144,480000,140000,Third Owner
3,736892.2615,850000,44500,First Owner
6,518887.0548,350000,52000,Second Owner
4,643706.7143,650000,26000,First Owner
13,165466.0097,550000,80000,Second Owner
5,507648.5144,300000,35000,First Owner
12,179747.4918,150000,60000,Second Owner
6,518887.0548,300000,120000,First Owner
16,125530.303,80000,58000,First Owner
9,298903.3151,180000,80000,Third Owner
5,507648.5144,425000,12000,First Owner
4,643706.7143,700000,35000,First Owner
10,278209.7113,130000,50000,Second Owner
3,736892.2615,650000,67000,First Owner
7,441215.578,400000,100000,Second Owner
3,736892.2615,800000,60000,First Owner
3,736892.2615,675000,70000,First Owner
11,242653.8077,150000,120000,Third Owner
5,507648.5144,516000,90000,First Owner
6,518887.0548,450000,80000,First Owner
8,383616.7757,134000,90000,Second Owner
6,518887.0548,509999,157000,Second Owner
5,507648.5144,575000,60000,First Owner
5,507648.5144,550000,49000,First Owner
11,242653.8077,145000,89255,First Owner
0,779843.75,347000,5000,First Owner
7,441215.578,275000,110000,First Owner
10,278209.7113,630000,200000,Third Owner
8,383616.7757,160000,90000,Second Owner
10,278209.7113,150000,63000,Third Owner
5,507648.5144,550000,23000,First Owner
7,441215.578,349000,100000,First Owner
12,179747.4918,110000,90000,Third Owner
12,179747.4918,110000,70000,Third Owner
2,823822.0285,245000,5550,Second Owner
6,518887.0548,180000,100000,Second Owner
6,518887.0548,290000,80000,Second Owner
10,278209.7113,150000,100000,First Owner
16,125530.303,55000,35000,Third Owner
14,153494.2184,500000,75000,Second Owner
11,242653.8077,72000,70000,First Owner
6,518887.0548,250000,115000,First Owner
1,870222.1961,575000,25000,First Owner
1,870222.1961,1300000,10000,First Owner
1,870222.1961,425000,15000,First Owner
1,870222.1961,470000,10000,First Owner
8,383616.7757,220000,80000,Third Owner
0,779843.75,310000,1700,First Owner
4,643706.7143,400000,45217,First Owner
2,823822.0285,310000,20000,First Owner
3,736892.2615,750000,50000,First Owner
11,242653.8077,204999,120000,Second Owner
8,383616.7757,180000,40000,Second Owner
13,165466.0097,125000,110000,Second Owner
6,518887.0548,420000,155000,First Owner
9,298903.3151,220000,70000,Second Owner
10,278209.7113,200000,70000,Third Owner
11,242653.8077,130000,100000,Third Owner
4,643706.7143,335000,41000,First Owner
3,736892.2615,2650000,60000,First Owner
2,823822.0285,2675000,56000,First Owner
3,736892.2615,2675000,60000,First Owner
9,298903.3151,434999,97000,Second Owner
6,518887.0548,500000,60000,First Owner
3,736892.2615,290000,60000,First Owner
6,518887.0548,475000,48000,Second Owner
11,242653.8077,270000,190000,Third Owner
1,870222.1961,600000,80000,First Owner
8,383616.7757,415000,80000,Second Owner
2,823822.0285,800000,30000,Second Owner
4,643706.7143,420000,44440,Second Owner
2,823822.0285,1250000,30000,First Owner
9,298903.3151,270000,120000,First Owner
5,507648.5144,390000,80000,Second Owner
13,165466.0097,100000,170000,First Owner
10,278209.7113,850000,46000,First Owner
8,383616.7757,359000,120000,Third Owner
5,507648.5144,470000,91365,First Owner
7,441215.578,360000,90010,Second Owner
7,441215.578,250999,80000,First Owner
8,383616.7757,45000,35000,Second Owner
14,153494.2184,75000,80000,Second Owner
7,441215.578,495000,31800,First Owner
7,441215.578,310000,59100,First Owner
4,643706.7143,540000,31200,First Owner
4,643706.7143,665000,51000,First Owner
7,441215.578,425000,22700,Second Owner
9,298903.3151,1295000,58000,First Owner
4,643706.7143,675000,50900,First Owner
2,823822.0285,980000,10000,First Owner
6,518887.0548,320000,60000,First Owner
9,298903.3151,250000,80000,Second Owner
4,643706.7143,600000,72000,First Owner
4,643706.7143,300000,96000,First Owner
6,518887.0548,305000,66000,First Owner
11,242653.8077,106000,70000,First Owner
14,153494.2184,90000,75000,Third Owner
1,870222.1961,539000,2417,First Owner
4,643706.7143,250000,30000,Second Owner
2,823822.0285,707000,60000,First Owner
0,779843.75,495000,7000,First Owner
8,383616.7757,200000,35000,First Owner
4,643706.7143,150000,25000,Second Owner
15,114381.1897,50000,80000,Third Owner
13,165466.0097,85000,70000,Second Owner
2,823822.0285,475000,23000,First Owner
6,518887.0548,425000,40000,First Owner
14,153494.2184,480000,110000,Second Owner
1,870222.1961,950000,10000,First Owner
5,507648.5144,535000,80000,First Owner
11,242653.8077,325000,25000,Third Owner
7,441215.578,270000,74000,Third Owner
5,507648.5144,300000,60000,Third Owner
9,298903.3151,325000,70000,First Owner
10,278209.7113,350000,100000,First Owner
12,179747.4918,229999,146000,Third Owner
8,383616.7757,325000,120000,Second Owner
15,114381.1897,70000,70000,Second Owner
12,179747.4918,190000,120000,Third Owner
9,298903.3151,345000,65500,First Owner
4,643706.7143,1025000,70000,First Owner
8,383616.7757,120000,50000,First Owner
11,242653.8077,114999,90000,Second Owner
11,242653.8077,300000,120000,Second Owner
4,643706.7143,340000,56000,First Owner
15,114381.1897,90000,70000,Second Owner
14,153494.2184,150000,140300,First Owner
10,278209.7113,115999,70000,First Owner
4,643706.7143,375000,23000,Second Owner
13,165466.0097,275000,10211,First Owner
15,114381.1897,120000,120000,Third Owner
5,507648.5144,350000,120000,First Owner
3,736892.2615,409999,35000,First Owner
8,383616.7757,500000,130000,First Owner
7,441215.578,220000,90000,Second Owner
12,179747.4918,120000,80000,Second Owner
13,165466.0097,70000,55000,Second Owner
3,736892.2615,800000,15000,First Owner
6,518887.0548,450000,260000,Second Owner
8,383616.7757,525000,145000,First Owner
4,643706.7143,300000,35000,First Owner
12,179747.4918,195000,56000,Second Owner
13,165466.0097,130000,98000,Second Owner
9,298903.3151,300000,135000,Second Owner
18,88571.42857,120000,60000,Third Owner
10,278209.7113,450000,120000,Third Owner
10,278209.7113,160000,102000,Second Owner
7,441215.578,100000,80000,First Owner
5,507648.5144,265000,32933,First Owner
12,179747.4918,175000,54551,First Owner
6,518887.0548,250999,57112,First Owner
5,507648.5144,471000,41025,First Owner
8,383616.7757,225000,53122,Second Owner
7,441215.578,245000,64111,First Owner
9,298903.3151,221000,78892,First Owner
9,298903.3151,271000,74113,First Owner
8,383616.7757,290000,80000,First Owner
3,736892.2615,525000,39000,First Owner
8,383616.7757,377000,84775,First Owner
8,383616.7757,95000,20778,First Owner
5,507648.5144,763000,64441,First Owner
5,507648.5144,450000,43192,First Owner
6,518887.0548,140000,44416,First Owner
4,643706.7143,701000,79991,First Owner
9,298903.3151,277000,62601,Second Owner
2,823822.0285,520000,50000,First Owner
3,736892.2615,550000,100000,First Owner
9,298903.3151,260000,97000,Third Owner
5,507648.5144,420000,100000,First Owner
18,88571.42857,35000,100000,Third Owner
2,823822.0285,1150000,20000,First Owner
3,736892.2615,680000,46000,First Owner
8,383616.7757,425000,40000,First Owner
6,518887.0548,450000,70000,Second Owner
12,179747.4918,590000,89600,Third Owner
3,736892.2615,936999,60800,First Owner
5,507648.5144,420000,104000,Second Owner
6,518887.0548,450000,80000,Second Owner
16,125530.303,40000,69111,Third Owner
6,518887.0548,520000,70000,Second Owner
13,165466.0097,80000,120000,First Owner
6,518887.0548,55000,40000,First Owner
19,110666.6,80000,100000,Third Owner
1,870222.1961,210000,20000,First Owner
3,736892.2615,260000,50000,First Owner
4,643706.7143,250000,70000,First Owner
12,179747.4918,80000,90000,First Owner
10,278209.7113,450000,150000,Second Owner
15,114381.1897,310000,120000,Second Owner
6,518887.0548,350000,90000,Second Owner
9,298903.3151,320000,100000,First Owner
4,643706.7143,475000,90000,First Owner
9,298903.3151,220000,140000,Second Owner
12,179747.4918,70000,60000,First Owner
5,507648.5144,281000,40000,First Owner
7,441215.578,211000,80000,First Owner
2,823822.0285,550000,11000,First Owner
6,518887.0548,350000,110000,First Owner
3,736892.2615,420000,19890,First Owner
5,507648.5144,270000,20969,First Owner
4,643706.7143,399000,20194,First Owner
4,643706.7143,440000,34982,First Owner
8,383616.7757,250000,44588,First Owner
4,643706.7143,650000,57904,First Owner
5,507648.5144,270000,59258,First Owner
4,643706.7143,390000,60826,First Owner
6,518887.0548,225000,35000,First Owner
5,507648.5144,900000,110000,Second Owner
2,823822.0285,1600000,40000,First Owner
1,870222.1961,800000,10000,First Owner
7,441215.578,320000,50000,First Owner
2,823822.0285,740000,25000,First Owner
1,870222.1961,350000,1300,First Owner
6,518887.0548,280000,40000,First Owner
2,823822.0285,675000,50000,First Owner
9,298903.3151,300000,20000,First Owner
9,298903.3151,400000,76000,Third Owner
10,278209.7113,420000,100000,Third Owner
12,179747.4918,300000,120000,First Owner
10,278209.7113,170000,70000,First Owner
5,507648.5144,600000,60000,Second Owner
6,518887.0548,260000,38000,Second Owner
5,507648.5144,82000,19000,First Owner
4,643706.7143,690000,75000,First Owner
5,507648.5144,300000,70000,First Owner
3,736892.2615,1250000,30000,First Owner
3,736892.2615,799000,31707,First Owner
10,278209.7113,1000000,180000,First Owner
6,518887.0548,190000,90000,Second Owner
6,518887.0548,250000,30000,First Owner
11,242653.8077,200000,60000,First Owner
15,114381.1897,300000,90000,Second Owner
5,507648.5144,250000,120000,Second Owner
12,179747.4918,90000,70000,Third Owner
4,643706.7143,700000,160000,First Owner
8,383616.7757,1750000,115992,Third Owner
3,736892.2615,290000,110000,Second Owner
6,518887.0548,1050000,97000,Second Owner
12,179747.4918,70000,100000,Third Owner
4,643706.7143,520000,41000,First Owner
8,383616.7757,150000,90000,First Owner
12,179747.4918,120000,90000,First Owner
10,278209.7113,150000,70000,Second Owner
9,298903.3151,400000,60000,First Owner
5,507648.5144,310000,30000,Second Owner
5,507648.5144,550000,30000,First Owner
4,643706.7143,550000,60000,First Owner
7,441215.578,320000,73000,First Owner
3,736892.2615,700000,50000,Second Owner
8,383616.7757,700000,110000,Second Owner
3,736892.2615,655000,84000,First Owner
8,383616.7757,375000,150000,First Owner
8,383616.7757,470000,109052,First Owner
5,507648.5144,550000,90658,First Owner
6,518887.0548,500000,110000,Second Owner
5,507648.5144,210000,25000,First Owner
7,441215.578,1451000,81000,First Owner
11,242653.8077,245000,75000,First Owner
3,736892.2615,700000,25552,Second Owner
3,736892.2615,350000,80000,First Owner
3,736892.2615,635000,25000,First Owner
8,383616.7757,325000,40700,First Owner
3,736892.2615,1150000,65500,First Owner
12,179747.4918,110000,42000,First Owner
2,823822.0285,890000,8000,First Owner
13,165466.0097,73000,80000,Second Owner
4,643706.7143,750000,6000,First Owner
2,823822.0285,690000,11174,First Owner
12,179747.4918,130000,120000,First Owner
13,165466.0097,85000,85000,Second Owner
2,823822.0285,1575000,10000,First Owner
7,441215.578,325000,105000,First Owner
22,223500,85000,120000,Second Owner
2,823822.0285,860000,30000,Second Owner
3,736892.2615,690000,41000,First Owner
7,441215.578,650000,54000,First Owner
6,518887.0548,375000,40000,First Owner
7,441215.578,525000,71000,First Owner
4,643706.7143,330000,72500,First Owner
7,441215.578,280000,76600,First Owner
6,518887.0548,470000,40000,First Owner
9,298903.3151,350000,110000,First Owner
8,383616.7757,480000,63000,First Owner
4,643706.7143,620000,60000,First Owner
6,518887.0548,250000,58000,First Owner
10,278209.7113,78692,80000,Second Owner
8,383616.7757,350000,80000,First Owner
7,441215.578,250000,70000,Second Owner
4,643706.7143,640000,36000,Second Owner
12,179747.4918,220000,90000,Second Owner
5,507648.5144,465000,130000,First Owner
2,823822.0285,425000,15000,First Owner
12,179747.4918,95000,120000,Third Owner
4,643706.7143,229999,37500,Second Owner
21,76428.57143,45000,50000,Third Owner
13,165466.0097,479000,145000,Third Owner
4,643706.7143,340000,30000,First Owner
4,643706.7143,620000,35000,First Owner
8,383616.7757,270000,60000,First Owner
2,823822.0285,400000,35000,First Owner
5,507648.5144,260000,40000,First Owner
5,507648.5144,100000,23800,Second Owner
5,507648.5144,490000,70000,First Owner
12,179747.4918,125000,102000,Second Owner
1,870222.1961,190000,5000,First Owner
9,298903.3151,500000,20000,First Owner
6,518887.0548,1800000,99000,First Owner
12,179747.4918,320000,90000,First Owner
13,165466.0097,250000,47000,First Owner
10,278209.7113,105000,90000,Third Owner
1,870222.1961,600000,1100,First Owner
0,779843.75,210000,40000,First Owner
8,383616.7757,210000,15000,First Owner
11,242653.8077,150000,40000,First Owner
12,179747.4918,125000,60000,First Owner
4,643706.7143,380000,20000,First Owner
1,870222.1961,600000,5000,First Owner
4,643706.7143,490000,27000,First Owner
2,823822.0285,545000,38000,Second Owner
5,507648.5144,250000,25000,First Owner
0,779843.75,1050000,1100,First Owner
13,165466.0097,100000,100000,First Owner
6,518887.0548,250000,100000,Second Owner
13,165466.0097,100000,110000,First Owner
4,643706.7143,350000,60000,Second Owner
8,383616.7757,370000,70000,Second Owner
16,125530.303,121000,110000,Second Owner
3,736892.2615,570000,44077,First Owner
3,736892.2615,785000,24000,First Owner
2,823822.0285,850000,30000,First Owner
4,643706.7143,375000,30000,Second Owner
3,736892.2615,619000,40000,First Owner
9,298903.3151,335000,90000,Second Owner
14,153494.2184,500000,50000,First Owner
17,78315.78947,60000,100000,Second Owner
5,507648.5144,210000,210000,First Owner
1,870222.1961,1900000,20000,First Owner
7,441215.578,270000,70000,Second Owner
10,278209.7113,225000,100000,Second Owner
9,298903.3151,150000,160000,Second Owner
7,441215.578,173000,70000,First Owner
2,823822.0285,4800000,9422,First Owner
3,736892.2615,710000,110000,First Owner
1,870222.1961,1500000,20000,First Owner
3,736892.2615,550000,20000,First Owner
12,179747.4918,58000,70000,Second Owner
8,383616.7757,1200000,60000,Third Owner
7,441215.578,500000,150000,First Owner
11,242653.8077,120000,83000,Second Owner
8,383616.7757,300000,250000,First Owner
2,823822.0285,300000,30000,First Owner
5,507648.5144,295000,21000,First Owner
2,823822.0285,587000,80000,First Owner
8,383616.7757,430000,50000,Second Owner
13,165466.0097,123000,50000,Second Owner
8,383616.7757,450000,48500,Second Owner
13,165466.0097,130000,60000,Third Owner
10,278209.7113,110000,90000,Second Owner
10,278209.7113,200000,240000,Third Owner
5,507648.5144,320000,70000,Second Owner
6,518887.0548,300000,50000,First Owner
4,643706.7143,350000,110000,First Owner
2,823822.0285,800000,50000,First Owner
4,643706.7143,270000,175000,First Owner
3,736892.2615,540000,60000,First Owner
9,298903.3151,160000,60000,Second Owner
7,441215.578,340000,100000,Second Owner
3,736892.2615,350000,40000,Second Owner
9,298903.3151,300000,100000,First Owner
7,441215.578,330000,63000,First Owner
4,643706.7143,325000,80000,Second Owner
7,441215.578,250000,55000,First Owner
5,507648.5144,240000,60000,First Owner
0,779843.75,545000,5000,First Owner
5,507648.5144,300000,48000,First Owner
3,736892.2615,240000,50000,First Owner
2,823822.0285,360000,15000,First Owner
8,383616.7757,250000,70000,First Owner
1,870222.1961,475000,105000,First Owner
4,643706.7143,600000,50000,Second Owner
10,278209.7113,150000,80000,Second Owner
3,736892.2615,700000,50000,First Owner
4,643706.7143,1290000,5000,First Owner
2,823822.0285,500000,10000,First Owner
8,383616.7757,193000,45000,Second Owner
5,507648.5144,800000,10000,First Owner
12,179747.4918,150000,50000,First Owner
10,278209.7113,130000,100000,Third Owner
8,383616.7757,280000,80000,Second Owner
9,298903.3151,229999,110000,Second Owner
12,179747.4918,80000,120000,First Owner
10,278209.7113,70000,10000,First Owner
7,441215.578,240000,60000,Second Owner
10,278209.7113,380000,72000,Second Owner
14,153494.2184,80000,110000,First Owner
7,441215.578,265000,50000,First Owner
2,823822.0285,320000,25000,First Owner
6,518887.0548,500000,120000,Third Owner
4,643706.7143,1300000,55000,First Owner
2,823822.0285,1500000,35000,First Owner
4,643706.7143,1800000,110000,First Owner
6,518887.0548,600000,80000,Second Owner
2,823822.0285,420000,80000,First Owner
10,278209.7113,300000,100000,Second Owner
14,153494.2184,100000,60000,Second Owner
3,736892.2615,350000,25000,First Owner
2,823822.0285,850000,19000,First Owner
12,179747.4918,140000,54000,First Owner
5,507648.5144,550000,17100,Second Owner
3,736892.2615,525000,19000,First Owner
5,507648.5144,470000,146000,First Owner
7,441215.578,900000,98000,First Owner
9,298903.3151,500000,224642,Second Owner
22,223500,80000,120000,Second Owner
9,298903.3151,175000,175000,First Owner
3,736892.2615,1350000,15000,Second Owner
3,736892.2615,800000,50000,First Owner
3,736892.2615,250000,15000,First Owner
2,823822.0285,700000,25000,First Owner
1,870222.1961,800000,25000,First Owner
7,441215.578,660000,69000,First Owner
5,507648.5144,465000,60000,Third Owner
14,153494.2184,180000,222435,Second Owner
3,736892.2615,600000,66000,Third Owner
10,278209.7113,150000,110000,First Owner
6,518887.0548,450000,78000,Second Owner
1,870222.1961,721000,10000,First Owner
4,643706.7143,300000,40000,First Owner
23,93000,79000,70000,First Owner
3,736892.2615,545000,40000,First Owner
2,823822.0285,844999,20000,First Owner
4,643706.7143,700000,93000,First Owner
4,643706.7143,650000,159000,First Owner
6,518887.0548,525000,75000,Second Owner
14,153494.2184,110000,101100,Third Owner
9,298903.3151,180000,66000,First Owner
8,383616.7757,280000,30000,Second Owner
1,870222.1961,400000,10000,First Owner
8,383616.7757,625000,126000,Second Owner
5,507648.5144,535000,70000,First Owner
3,736892.2615,459999,50000,First Owner
10,278209.7113,300000,100000,First Owner
13,165466.0097,280000,60000,First Owner
6,518887.0548,500000,70000,First Owner
1,870222.1961,1200000,1200,First Owner
9,298903.3151,180000,134444,Second Owner
11,242653.8077,78000,120000,Second Owner
9,298903.3151,160000,120000,First Owner
6,518887.0548,600000,238000,First Owner
12,179747.4918,110000,100000,Second Owner
9,298903.3151,450000,110000,Second Owner
1,870222.1961,1350000,35000,First Owner
17,78315.78947,120000,165000,Second Owner
2,823822.0285,1040000,42000,First Owner
6,518887.0548,390000,70000,Second Owner
9,298903.3151,65000,60000,Second Owner
7,441215.578,320000,115000,Third Owner
3,736892.2615,720000,70000,First Owner
13,165466.0097,220000,80000,Second Owner
9,298903.3151,225000,65000,First Owner
10,278209.7113,200000,150000,Second Owner
5,507648.5144,434999,75000,Second Owner
8,383616.7757,300000,63700,First Owner
2,823822.0285,700000,74800,First Owner
11,242653.8077,500000,105000,Second Owner
4,643706.7143,500000,40000,First Owner
4,643706.7143,400000,90000,Second Owner
5,507648.5144,825000,75000,Second Owner
2,823822.0285,720000,15000,First Owner
11,242653.8077,110000,30000,Second Owner
6,518887.0548,600000,100000,Second Owner
11,242653.8077,275000,155000,Third Owner
8,383616.7757,2349000,149000,Second Owner
3,736892.2615,740000,60000,First Owner
3,736892.2615,800000,90000,First Owner
1,870222.1961,1100000,100000,First Owner
8,383616.7757,750000,100000,Second Owner
8,383616.7757,200000,90000,Second Owner
11,242653.8077,210000,75000,First Owner
11,242653.8077,270000,120000,Second Owner
4,643706.7143,630000,90000,Second Owner
5,507648.5144,375000,55000,First Owner
10,278209.7113,300000,70000,First Owner
4,643706.7143,580000,95000,Second Owner
4,643706.7143,750000,50000,First Owner
6,518887.0548,250000,60516,First Owner
8,383616.7757,434999,235000,Second Owner
13,165466.0097,900000,76731,First Owner
4,643706.7143,685000,64000,First Owner
6,518887.0548,540000,65000,First Owner
6,518887.0548,610000,77000,First Owner
9,298903.3151,254999,24000,First Owner
6,518887.0548,280000,63840,First Owner
3,736892.2615,370000,25000,First Owner
9,298903.3151,459999,76400,Second Owner
22,223500,42000,70000,Third Owner
9,298903.3151,190000,80000,Third Owner
3,736892.2615,710000,40000,First Owner
2,823822.0285,1200000,15000,First Owner
9,298903.3151,229999,70000,First Owner
2,823822.0285,310000,15000,First Owner
5,507648.5144,320000,40000,First Owner
14,153494.2184,100000,54000,First Owner
11,242653.8077,160000,90000,First Owner
13,165466.0097,60000,52000,First Owner
8,383616.7757,100000,200000,Third Owner
4,643706.7143,350000,35000,Second Owner
3,736892.2615,300000,31489,First Owner
2,823822.0285,830000,40000,First Owner
10,278209.7113,229999,70000,First Owner
7,441215.578,400000,100000,First Owner
15,114381.1897,300000,70000,Second Owner
7,441215.578,300000,50000,First Owner
11,242653.8077,80000,180000,Second Owner
12,179747.4918,80000,50000,Second Owner
2,823822.0285,700000,26000,First Owner
4,643706.7143,975000,65000,First Owner
11,242653.8077,500000,130000,First Owner
7,441215.578,550000,75000,Second Owner
6,518887.0548,550000,110000,Second Owner
6,518887.0548,240000,50000,First Owner
23,93000,50000,80000,Second Owner
11,242653.8077,120000,80000,Second Owner
7,441215.578,900000,60000,Second Owner
11,242653.8077,250000,90000,Second Owner
3,736892.2615,280000,36000,First Owner
10,278209.7113,85000,87000,First Owner
9,298903.3151,90000,80000,First Owner
5,507648.5144,500000,50000,First Owner
